title,price,price_per_unit,size,living_area,commercial_type,size_unit,address,land_type,house_type,property_legal_document,property_status,rooms,toilets,furnishing_sell,direction,balconydirection,floornumber,floors,block,pty_characteristics,width,length,apartment_feature
"Lô Góc 283m ,Hai Mặt Tiền-Địa Thế Đẹp Phong Thủy Tốt - Rẻ Nhất Hà Nội","2,3 tỷ","8,13 triệu/m²",283 m²,,,m²,"87, Phường Xuân Khanh, Thị xã Sơn Tây, Hà Nội",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Nở hậu
Thổ cư 1 phần",10 m,25 m,
Chính chủ bán lô đất đường 15 m mai đăng chơn giá rẽ nhất,"5,65 tỷ","56,50 triệu/m²",100 m²,,,m²,"Đường Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,5 m,20 m,
Rẻ nhất dự án khu E kim long hiện tại,"6,15 tỷ","66,13 triệu/m²",93 m²,,,m²,"Đường Hoà Phú 28, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,,,,,,,,,
"Bán Nền 85m2 kế góc đường A5 KDC Tân Phú, TP. Cần Thơ.","1,85 tỷ","21,76 triệu/m²",85 m²,,,m²,"đường A5 KDC Tân Phú, Phường Hưng Phú, TP. Cần Thơ., Phường Tân Phú, Quận Cái Răng, Cần Thơ",Đất thổ cư,,Đã có sổ,,,,,Tây Nam,,,,,,5 m,17 m,
"LÔ ĐẤT 150M2(5x30) TTHC BÀU BÀNG GẦN CHỢ ĐÊM BÀU BÀNG ,SHR, MTĐ 8M",860 triệu,"5,73 triệu/m²",150 m²,,,,"N29-5A, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,,,,,,,5 m,30 m,
"Mảnh đất Đặng Thùy Trâm, 4 x 15m (60m2) Giá bán 6.8 tỷ TL","6,8 tỷ","113,33 triệu/m²",60 m²,,,m²,"Hẻm 20 Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,4 m,15 m,
Cần ra nhanh mấy lô đất nền,90 triệu,450.000 đ/m²,200 m²,,,,"tỉnh lộ, Xã Minh Long, Huyện Chơn Thành, Bình Phước",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,nhà ở,Hẻm xe hơi,5 m,40 m,
*** còn lô đất đẹp full thổ 4x14 đường Bờ Bắc Sông Chùa sổ sách đ,"2,6 tỷ","47,27 triệu/m²",55 m²,,,,"Bắc Sông Chùa, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,,,
"Cần ra miếng đất ở dầu tiếng,600m2 thổ 100m",300 triệu,500.000 đ/m²,600 m²,,,m²,"Dh704, Xã Minh Hoà, Huyện Dầu Tiếng, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",10 m,60 m,
Bán nhanh lô đường 4m trục thông cạnh trường cao đẳng nghề Đà Nẵng,"2,05 tỷ","20,50 triệu/m²",100 m²,,,m²,"Đường Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,,,,,,,7 m,14 m,
Chính Chủ Đất Cầu Cái nhum,"4,5 tỷ",844.119 đ/m²,5331 m²,,,m²,"Cầu cái nhum , Đường Quản Lộ – Phụng Hiệp, Phường Tân Thành, Thành phố Cà Mau, Cà Mau",Đất công nghiệp,,Đã có sổ,,,,,,,,,,Mặt tiền,58 m,100 m,
"Đất Chính chủ, MT, full TC, Đ. 8m, Huyện Đức Hoà, Long An","1,5 tỷ","6,67 triệu/m²",225 m²,,,,"Đường An Sơn, Xã An Ninh Tây, Huyện Đức Hòa, Long An",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư toàn bộ",5 m,45 m,
lô đất thổ cư sổ riêng thôn 5 hợp tiến triệu sơn,332 triệu,"1,84 triệu/m²",180 m²,,,,"514, Xã Hợp Tiến, Huyện Triệu Sơn, Thanh Hóa",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,,"Mặt tiền
Thổ cư 1 phần
Nở hậu",5 m,36 m,
"Chính chủ không qua môi giới bán đất Xuân Dương, Lương sơn, Hòa Bình",899 triệu,"4,66 triệu/m²",193 m²,,,m²,"Thôn Xuân Dương, Xã Thanh Cao, Huyện Lương Sơn, Hòa Bình",Đất thổ cư,,Đã có sổ,,,,,,,,,,,7.4 m,,
ĐẤT VÀNG TRUNG TÂM ĐIỆN BÀN - SỔ HỒNG TRAO TAY,2 tỷ,20 triệu/m²,100 m²,,,m²,"Đường 33m, Xã Điện Thắng Trung, Thị xã Điện Bàn, Quảng Nam",Đất nền dự án,,Đã có sổ,,,,,Tây,,,,,Mặt tiền,5 m,20 m,
Bán đất phú tân mặt tiền kinh doanh huỳnh văn lũy gần TP mới BD,"5,65 tỷ","37,67 triệu/m²",150 m²,,,m²,"Đường Huỳnh Văn Lũy, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư toàn bộ",5 m,30 m,
"Bán 200m2 đất sẳn nhà cấp 4, gần chợ hưng long, chỉ 750 triệu",750 triệu,"3,75 triệu/m²",200 m²,,,m²,"Đường Đoàn Nguyễn Tuấn, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,,10 m,20 m,
Đất phường Tân An-( Hoà Thuận cũ) 5 x 38 giá 995tr,995 triệu,"5,03 triệu/m²",198 m²,,,,"3A, Xã Hòa Thuận, Thành phố Buôn Ma Thuột, Đắk Lắk",Đất thổ cư,,Đã có sổ,,,,,Bắc,,,,,"Hẻm xe hơi
Nở hậu",5 m,38 m,
"CỰC HIẾM CẮT LỖ SÂU LÔ ĐẤT ĐẸP NGAY ĐÔNG THẠNH, HÓC MÔN 104m2, 450TR",450 triệu,"4,33 triệu/m²",104 m²,,,,"Đường Đông Thạnh 4-1, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Hẻm xe hơi
Nở hậu",6 m,17 m,
"Bán Cặp Nền 200m2 Đường Số 6 KDC Đông Phú, xã Châu Thành, TP. Cần Thơ","2,35 tỷ","11,75 triệu/m²",200 m²,,,m²,"Đường Số 6 KDC Đông Phú, xã Châu Thành, TP. Cần Thơ., Xã Đông Phú, Huyện Châu Thành, Hậu Giang",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,,Mặt tiền,10 m,20 m,
"Đất KDC Sóng Thần B gần ngã tư 550, 75m sổ riêng, 2766 Dĩ An","4,15 tỷ","55,33 triệu/m²",75 m²,,,m²,"Đường tỉnh 743B, Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,Nam,,,,,Mặt tiền,5 m,15 m,
"NGỘP - 424m2 sẵn 100m2 thổ giá 410tr Ngay Sau chợ An Linh, TPHCM mới",410 triệu,966.981 đ/m²,424 m²,,,m²,"Đường huyện 507, Xã An Linh, Huyện Phú Giáo, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",5 m,84 m,
Đất khu Trung Tâm hành chính Dĩ An phường Dĩ An Tp Dĩ An,"6,05 tỷ","62,37 triệu/m²",97 m²,,,m²,"Trung Tâm Hành chính, Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,,,,,,,5 m,,
Bán lô đất MT đường Đặng Thai Mai phường Đạt Hiếu TX Buôn Hồ,"1,3 tỷ","7,74 triệu/m²",168 m²,,,,"Đặng Thai Mai, Phường Đạt Hiếu, Thị Xã Buôn Hồ, Đắk Lắk",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,,Mặt tiền,5.5 m,30 m,
430TRIỆU/400M2 MẶT TIỀN HL2-AN TỊNH TRẢNG BÀNG-SỔ HỒNG RIÊNG- CÒN BỚT,430 triệu,"1,09 triệu/m²",395 m²,,,m²,"HL2, Xã An Tịnh, Huyện Trảng Bàng, Tây Ninh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",8 m,50 m,
"BÁN ĐẤT 90m(5x18) HẺM ÔTÔ VÀO GẦN TẠI LÊ LỢI TP.VŨNG TÀU GIÁ 6,3 TỶ TL","6,3 tỷ",70 triệu/m²,90 m²,,,,"Đường Lê Lợi, Phường 7, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",Đất thổ cư,,Đã có sổ,,,,,Nam,,,,,Hẻm xe hơi,5 m,18 m,
"⭐️⭐️⭐️Bán lô đất 77m2/3,8 tỷ K85 Bình An 7 , Hoà Cường Bắc , Hải Châu","3,85 tỷ",50 triệu/m²,77 m²,,,m²,"Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,,,,,,,4.5 m,17 m,
"BÁN ĐẤT THỔ CƯ MẶT TIỀN – PHÚ HÒA ĐÔNG, CỦ CHI – GIÁ CHỈ 580 TRIỆU",560 triệu,"1,60 triệu/m²",350 m²,,,m²,", Đường Phú Mỹ, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Nở hậu
Hẻm xe hơi
Thổ cư toàn bộ",9 m,40 m,
💥 Bán cặp lô đất Khu E Kim Long - đường thông,"13,65 tỷ","68,25 triệu/m²",200 m²,,,m²,"Đường Hoà Phú 24, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,,Mặt tiền,10 m,20 m,
"Chính chủ cần bán lô đất tân lợi , đồng nai 📐 253m2 có 100m thổ cư -Kh",620 triệu,"2,45 triệu/m²",253 m²,,,,"Tân Tiến, Xã Tân Lợi, Huyện Đồng Phú, Bình Phước",Đất thổ cư,,Đã có sổ,,,,,,,,,,Thổ cư 1 phần,,,
"Bán 600M- Đẩt Sổ Đỏ Hà Nội -Vị Trí Đẹp, Đường Rộng- Đón Lộc - Lời Cao.","4,08 tỷ","6,80 triệu/m²",600 m²,,,m²,"413, Xã Xuân Sơn, Thị xã Sơn Tây, Hà Nội",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",16 m,36 m,
"CHỐT GIÁ 1TỶ/272M2, MẶT TIỀN SỐ 183, XÃ BÌNH MỸ, CỦ CHI, SỔ HỒNG RIÊNG",1 tỷ,"3,68 triệu/m²",272 m²,,,m²,"Đường số 183, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",8 m,36 m,
"Chính Chủ cần bán 527m2 đất CLN  quy hoạch : Thổ Cư , hẻm xe hơi ,","1,9 tỷ","3,60 triệu/m²",527.5 m²,,,,"Cửa Dương, Xã Cửa Dương, Thành phố Phú Quốc, Kiên Giang",Đất nông nghiệp,,Đã có sổ,,,,,Đông Bắc,,,,,Hẻm xe hơi,19.57 m,26.88 m,
"BÁN LÔ ĐẤT VỊ TRÍ  tại  xã Hoằng Đạo, huyện Hoằng Hóa, tỉnh Thanh Hóa","2,56 tỷ","5,69 triệu/m²",450 m²,,,m²,"Xã Hoằng Đạo, Xã Hoằng Đạo, Huyện Hoằng Hóa, Thanh Hóa",Đất thổ cư,,Đã có sổ,,,,,,,,,,,,,
CẮT LỖ LÔ ĐẤT MẶT TIỀN 670TR SHR 150M2 LỘC KHÊ GIA LỘC TRẢNG BÀNG,670 triệu,"4,47 triệu/m²",150 m²,,,m²,"lộc khê, Xã Gia Lộc, Huyện Trảng Bàng, Tây Ninh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Hẻm xe hơi
Thổ cư toàn bộ",5 m,30 m,
🌾 ĐẤT LÚA ĐẸP – GIÁ ĐẦU TƯ SIÊU HỜI! 🌾,900 triệu,214.285 đ/m²,4200 m²,,,m²,"865, Xã Tân Hòa Tây, Huyện Tân Phước, Tiền Giang",Đất nông nghiệp,,Đã có sổ,,,,,Tây Bắc,,,,,Chưa có thổ cư,60 m,70 m,
TRỤC CHÍNH TĐC NAM NHÀ VƯỜN HOÀ NINH,"1,95 tỷ","19,50 triệu/m²",100 m²,,,,"Dt602, Xã Hòa Ninh, Huyện Hòa Vang, Đà Nẵng",Đất nền dự án,,Đã có sổ,,,,,Tây Nam,,,,TĐC Nam Nhà Vườn Hoà Ninh,Mặt tiền,,,
"Đất thổ cư dự án Nam Cường, Tam Bình Thủ Đức",3 tỷ,"58,82 triệu/m²",51 m²,,,m²,"trục chính dự án Nam Cường, Gò Dưa, phường Tam Bình, Thủ Đức., Đường Tỉnh lộ 43, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Tây Nam,,,,"Khu Gò Dưa
 Tam Bình
 Thủ Đức","Hẻm xe hơi
Thổ cư toàn bộ",7 m,7 m,
"Bán Đất nền dự án Phúc Gia Tân, 18,5 triệu / m2, 90 m2, view đẹp","1,6 tỷ",16 triệu/m²,100 m²,,,m²,"Quang Trung, Phường Bồng Sơn, Thị xã Hoài Nhơn, Bình Định",Đất thổ cư,,Đang chờ sổ,,,,,,,,,,,5 m,20 m,
Mở bán dự án Phúc Gia Tân ngay trung tâm thị trấn Bồng Sơn,"1,6 tỷ",16 triệu/m²,100 m²,,,m²,"Quang Trung, Phường Bồng Sơn, Thị xã Hoài Nhơn, Bình Định",Đất thổ cư,,Đã có sổ,,,,,,,,,,,5 m,20 m,
Đất đồi đang trồng Điều có suối nhỏ ngay đất,150 triệu,37.500 đ/m²,4000 m²,,,m²,"Rẫy Ông Nương, Xã Sùng Nhơn, Huyện Đức Linh, Bình Thuận",Đất nông nghiệp,,Đã có sổ,,,,,,,,,,Chưa có thổ cư,,,
BÁN ĐẤT THỔ CƯ CHÍNH CHỦ Ở LONG AN,"1,2 tỷ","11,32 triệu/m²",106 m²,,,m²,"Ấp Gò Cao, Thị trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư toàn bộ",4 m,26.5 m,
"Cần Bán 02 Nên Liền Kề Nhau KDC Nhơn Đức, Nhà Bè, Chính Chủ","9,079 tỷ","47,78 triệu/m²",190 m²,,,,"Nhơn Đức, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",Đất nền dự án,,Đã có sổ,,,,,,,,,A16,Mặt tiền,10 m,19 m,
Bán LÔ GÓC 2 MT KDC KIỀU ĐÀM Sát bên khu Him Lam Q7. 14x18m Giá 31 tỷ,31 tỷ,124 triệu/m²,250 m²,,,m²,"kiều đàm, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư toàn bộ",14 m,18 m,
ĐẤT TT. CỦ CHI (10x41) MT PHẠM HỮU TÂM NGANG TC 130M2 THỔ GIÁ 860TR TL,860 triệu,"2,10 triệu/m²",410 m²,,,m²,"Đường Phạm Hữu Tâm, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,,10 m,41 m,
"Chính Chủ Cần BánĐất Tại Ấp Xóm Chủ,Xã Kiểng Phước, Huyện Gò Công Đông",320 triệu,"2,58 triệu/m²",123.8 m²,,,,"Ấp Xóm Chủ, Xã Kiểng Phước, Huyện Gò Công Đông, Tiền Giang",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,,Thổ cư toàn bộ,7 m,17.79 m,
Căn hộ cao cấp Cần Thơ,"1,2 tỷ","17,14 triệu/m²",70 m²,,,,"Võ Nguyên Giáp, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",,,Hợp đồng mua bán,Chưa bàn giao,2 phòng,2 phòng,Nội thất đầy đủ,Tây,Đông,9,,A,,,,
Căn hộ nhỏ xinh trung tâm Quận 10 – tiện ích đầy đủ – Giá tốt,"1,86 tỷ","46,50 triệu/m²",40 m²,,,,"Đường Nguyễn Chí Thanh, Phường 8, Quận 10, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,1 phòng,Hoàn thiện cơ bản,,,2,,,,,,
Cần bán căn 2 ngủ 48m HH Linh Đàm,"1,75 tỷ","36,46 triệu/m²",48 m²,,,,"Phố Nguyễn Phan Chánh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",,,Hợp đồng mua bán,Đã bàn giao,2 phòng,,,,,,,,,,,
"MASTERI THẢO ĐIỀN BÁN 2PN2WC GIÁ 6,7TỶ CÓ NỘI THẤT + SỔ","6,7 tỷ","90,54 triệu/m²",74 m²,,,,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,2 phòng,Nội thất cao cấp,,,,,,,,,
"Q7 RIVERSIDE 1PN+ 2.7TỶ, 2PN 3.3TỶ, 3PN 4TỶ CẦN BÁN NHIỀU CĂN","3,3 tỷ","48,53 triệu/m²",68 m²,,,,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,,Hợp đồng mua bán,Đã bàn giao,2 phòng,2 phòng,,,,,,,,,,
"CONIC BOULEVARD 450TR 85M2 2PN-2WC,NHẬN NHÀ Ở NGAY,NH HỔ TRỢ 85%.",450 triệu,"5,36 triệu/m²",84 m²,,,,"Đường Huỳnh Bá Chánh, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,2 phòng,Nội thất cao cấp,,,,,,,,,
Sở Hữu Ngay CH Hạng Sang MCP & LBV - ký CĐT -CHỈ TỪ 3 tỷ 990- Siêu Hời,"3,99 tỷ","53,92 triệu/m²",74 m²,,,,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,2 phòng,Nội thất cao cấp,Tây Nam,Đông Bắc,,,,,,,
"CẦN BÁN CĂN HỘ 2 PN 1,65 TỶ NGAY TRUNG TÂM DĨ AN, GẦN TRẠM METRO","1,65 tỷ","35,11 triệu/m²",47 m²,,,,"Đường số 4, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Sổ hồng riêng,Chưa bàn giao,2 phòng,,,,,,,,,,,
"Chung cư Gia Phú (2pn, thang máy) - GIÁ TỐT CẦN BÁN GẤP","2,1 tỷ","32,31 triệu/m²",65 m²,,,,"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,2 phòng,,,,,,,,,,
BÁN CĂN 2PN NỘI THẤT ĐẸP CÓ SỔ HỒNG RIÊNG VINHOMES BASON,15 tỷ,"192,31 triệu/m²",78 m²,,,,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,2 phòng,Nội thất cao cấp,,,,,,,,,
"Bán gấp căn Bcons Sala, 53m2 2PN, full nội thất, sỗ sẵn sang tên liền","1,65 tỷ","31,13 triệu/m²",53 m²,,,,"Đường Quốc lộ 1K, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Sổ hồng riêng,Chưa bàn giao,2 phòng,2 phòng,Nội thất đầy đủ,Tây Bắc,Đông Nam,,,,,,,
CẦN BÁN GẤP GIÁ TỐT - CHUNG CƯ GIA PHÚ Q.BÌNH TÂN,"2,3 tỷ","36,51 triệu/m²",63 m²,,,,"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,1 phòng,,,,,,,,,,
"The Emerald 68 - An cư lý tưởng, đầu tư sinh lời bền vững","4,95 tỷ","56,57 triệu/m²",87.5 m²,,,,"Vĩnh Phú 16, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,,Hợp đồng mua bán,Chưa bàn giao,3 phòng,2 phòng,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,,,,,,,
Giỏ hàng bán lỗ 2PN 2TY3GIÁ *** VINHOMES GRAND PARK,"2,2 tỷ","27,16 triệu/m²",81 m²,,,,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,3 phòng,2 phòng,Nội thất cao cấp,Đông Nam,Đông Nam,,,,,,,Căn góc
Căn Hộ Tập Thể Phố Phương Mai 2 Phòng Ngủ,"3,65 tỷ","56,15 triệu/m²",65 m²,,,,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",,,Sổ hồng riêng,Đã bàn giao,2 phòng,1 phòng,Nội thất cao cấp,Bắc,Nam,,,,,,,
"CẦN BÁN CĂN HỘ BCONS CITY 2PN NGAY LÀNG ĐẠI HỌC, TRẠM METRO","2,2 tỷ","42,31 triệu/m²",52 m²,,,,"Thống Nhất, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Sổ hồng riêng,Chưa bàn giao,2 phòng,,,,,,,,,,,
Cần bán căn hộ cao cấp PMHung,"5,98 tỷ","79,73 triệu/m²",75 m²,,,,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,2 phòng,Nội thất đầy đủ,Tây,Đông,19,,c,,,,
"Căn hộ 2PN view biển và chiếu Drone, đang có dòng tiền 10t/tháng","1,7 tỷ","31,48 triệu/m²",54 m²,,,,"ĐT 716, Phường Mũi Né, Thành phố Phan Thiết, Bình Thuận",,,Hợp đồng mua bán,Chưa bàn giao,2 phòng,1 phòng,Nội thất cao cấp,Tây Bắc,Đông Nam,16,,S,,,,
"K-HOME APARTMENT – CĂN HỘ CHUẨN SINGAPORE, GIÁ CHỈ TỪ 770 TRIỆU",770 triệu,22 triệu/m²,35 m²,,,,"Đường Lê Lợi, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương",,,Sổ hồng riêng,Đã bàn giao,1 phòng,1 phòng,Nội thất đầy đủ,Đông,Nam,9,,Mai Vàng T3,,,,
"BÁN CĂN PEGASUITE1 - 2PN 2WC ( 75m2) - FULL NỘI THẤT , bancol thoáng","4,15 tỷ","55,33 triệu/m²",75 m²,,,,", Phố Tạ Quang Bửu, Phường 6, Quận 8, TP.HCM, Phường 6, Quận 8, Tp Hồ Chí Minh",,,Hợp đồng mua bán,Đã bàn giao,2 phòng,2 phòng,Nội thất đầy đủ,,,,,,,,,
CHỈ VỚI 570TR CÓ NGAY CĂN HỘ 69M2 2PN TERRA LUXURY CĐT KHANG NAM,"3,36 tỷ","48,70 triệu/m²",69 m²,,,,"KDC13E , Số7, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Hợp đồng mua bán,Chưa bàn giao,2 phòng,2 phòng,Bàn giao thô,,Đông Nam,,,,,,,
"Căn hộ 2PN, 2WC Mường Thanh 4 Trần Phú hội tụ 3 view SÔNG – NÚI – BIỂN","2,82 tỷ","41,27 triệu/m²",68.33 m²,,,,"Trần Phú, Phường Xương Huân, Thành phố Nha Trang, Khánh Hòa",,,Hợp đồng mua bán,Đã bàn giao,2 phòng,2 phòng,Nội thất cao cấp,Nam,Bắc,22,,,,,,
GH CẮT LỖ EM KHÁNH UY TÍN VINHOMES Q9 STU1TỶ450|2PN2TỶ2|3PN3TY,"2,35 tỷ","39,83 triệu/m²",59 m²,,,,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,2 phòng,Nội thất cao cấp,Đông Nam,Đông Nam,,,,,,,Căn góc
"CH Hoàng Kim Thế Gia,Bình Tân,góc 3pn,81m2,nhà như hình,SH,giá 3.6 tỷ,","3,6 tỷ","44,44 triệu/m²",81 m²,,,,"Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,3 phòng,2 phòng,Hoàn thiện cơ bản,Tây,Nam,,,,,,,Căn góc
BÁN CĂN HỘ TÂY NGUYÊN PLAZA 2PN FULL NT,"1,18 tỷ","13,26 triệu/m²",89 m²,,,,"Đường Võ Nguyên Giáp, Phường Phú Thứ, Quận Cái Răng, Cần Thơ",,,Sổ hồng riêng,Chưa bàn giao,2 phòng,2 phòng,,,,,,,,,,
GIỎ HÀNG Q7 BOULEVARD 2PN 2.5TỶ CÓ HỖ TRỢ PHÁP LÝ ĐẦY ĐỦ,"2,5 tỷ","43,86 triệu/m²",57 m²,,,,"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",,,Hợp đồng mua bán,Đã bàn giao,2 phòng,1 phòng,,,,,,,,,,
Bán Nhà vi bằng,"1,9 tỷ","27,14 triệu/m²",70 m²,,,,"4/40D, Đường ĐT2-3, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Hợp đồng mua bán,Chưa bàn giao,3 phòng,2 phòng,Hoàn thiện cơ bản,,Đông Nam,,,,,,,
Bán căn hộ 5 sao,780 triệu,"11,03 triệu/m²",70.74 m²,,,,"Võ Nguyên Giáp, Phường Hưng Phú, Quận Cái Răng, Cần Thơ",,,Hợp đồng mua bán,Chưa bàn giao,2 phòng,,,,,,,,,,,
Cần bán 2 ngủ 50m sổ đỏ Tây Nam Linh Đàm,"3,5 tỷ",70 triệu/m²,50 m²,,,,"Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",,,Sổ hồng riêng,Đã bàn giao,2 phòng,1 phòng,,,,,,,,,,
Căn hộ chung cư Fresca- 2pn- 70m2- giá : 2.35 tỷ,"2,35 tỷ","33,57 triệu/m²",70 m²,,,,"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,2 phòng,2 phòng,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,12,,A,,,,
dòng tiền,"15,3 tỷ","191,25 triệu/m²",80 m²,,,,"87, Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",,,Sổ hồng riêng,Chưa bàn giao,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,Đông Nam,Đông Nam,,,,,,,
CẦN BÁN CH CAO CẤP SAIGON RIVERSIDE Q7,"3,75 tỷ","55,97 triệu/m²",67 m²,,,,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,,Hợp đồng mua bán,Chưa bàn giao,2 phòng,2 phòng,Nội thất cao cấp,Tây,Nam,33,,A2,,,,
